chrom,start,end,Class,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Brd4,Cdk8,Cdk9,Med12,p300,CBP,Pol2,Lsd1,Brg1,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,DNaseI,Oct4,Sox2,Nanog,Smad3,Stat3,Tcf3,Esrrb,Klf4,Prdm14,Tcfcp2I1,Nr5a2,AT_content,GC_content,phastCons,phastConsP,repeat_fraction,length
chr9,71763705,71764809,TE,0,0.8581,0.0852,0,0.2597,0.1125,0.3353,0.1874,0.2261,0,0.0258,0.5352,0.4354,0.0185,0.0226,0.3681,1.2657,0.6349,0.1741,0.4266,1.0824,0.5669,1.3477,0.185,0.1325,1.8647,0.137,0.0312,0.1057,0.0382,0.1869,0.612319,0.387681,0.789253,0.768937,0,1104
chr9,71822360,71822798,TE,0,0.2841,0.152,0.3493,0.0246,0.2569,0.5301,0.2014,0.2641,0,0.0946,0.3154,0,0.0316,0.1805,0.7302,0.3286,0.3528,0.0557,0.0713,0.4612,0.4732,0.4987,0.3699,0,0,0,0,0,0,0,0.614155,0.385845,0.838745,0.828543,0,438
chr9,71945249,71945811,TE,0,0,0.0452,0,0.1119,0.2607,0.1199,0.2358,0.0235,0,0.0086,0.1293,0,0,0.1703,0.1121,0.0674,0.1269,0.0354,0.2722,0.6504,0.9581,1.6323,0.3049,0,0.3279,0,0,0.0843,0,0.1648,0.661922,0.338078,0.0723532,0.0723532,0,562
chr9,72505560,72506130,TE,0.2534,1.3439,0,0,0.7615,0.6888,0.4032,0.4595,0.1098,0.2247,0,0.6059,0.1541,0.0416,0.0049,0.508,0.8506,0.4154,0.4389,0.955,1.0049,0.558,1.665,0.1313,0,0.9195,0,0.3721,0.7753,0.1105,0.038,0.568421,0.431579,0.210577,0.21058,0.780701754,570
chr9,72627390,72628209,TE,1.0602,0.6977,0.6779,0.0572,1.2478,0.7795,0.6477,0.8194,3.028,0.7067,0.948,1.1464,0.0821,0.6826,0.1324,0.3481,1.8005,0.2725,0.0161,1.6844,0.8362,0.6724,0.6869,1.3117,0,0.3228,1.2153,0.097,32.031,0,0.0454,0.47619,0.52381,0.297741,0.297741,0.074481074,819
chr9,72660060,72660935,TE,0.611,0.758,0.7225,0,1.0358,0.9787,0.9094,0.8796,3.188,1.672,0.2655,1.0477,0.9212,0.3449,0.1849,1.1964,3.0514,0.8655,0.5924,0.5069,2.0385,0.9445,1.6827,1.2675,0,2.0953,0.2884,0.2592,3.8801,0.756,0.125,0.576,0.424,0.657101,0.57195,0.126857143,875
chr9,72786294,72787066,TE,0,0.1861,0,0,0.1622,0.2725,0.1339,0.2621,0.1828,0.6149,0.1169,0.3691,0.1827,0.133,0.2123,0.3698,0.1451,0.1168,0.1464,0.2191,1.1374,1.1826,0.91,0.4659,0,0,0.4639,0.2667,0.4999,0.0198,0.0844,0.579016,0.420984,0.183486,0.183488,0.992227979,772
chr9,72918450,72919308,TE,1.0333,0.3381,0.3597,0.202,1.2512,0.7494,0.7955,1.0202,1.5481,1.095,0.855,1.3379,0.8819,0.2672,0.3485,0.8174,1.65,0.3913,0.7429,2.3323,1.2302,1.1685,3.0001,0.4546,0.1708,0.5488,0.1073,0.5131,4.1383,0.0277,0.1987,0.520979,0.479021,0.179328,0.181356,0.219114219,858
chr9,72942098,72942695,TE,0,0.747,0,0,0.3675,1.2116,0.6155,1.5314,2.3367,1.2801,0,1.521,0.9595,0.8707,0.4443,0.3886,0.6825,0.2055,0,1.6079,0.659,1.0193,1.3596,0.7863,0,0,4.7767,2.1725,0.5024,0,0.5624,0.492462,0.507538,0,0,0.780569514,597
chr9,72977358,72978014,TE,0.1579,0.6915,0.0901,0.2408,0.2971,0.4567,0.4118,0.7754,0.0724,0.0008,0.2104,0.4819,0.0583,0.007,0,0.4561,0.4463,0.5173,0.257,0.5125,1.1951,1.5528,5.7544,0.4459,0.4507,1.9436,0.1737,0.6633,6.299,0.1378,0,0.544207,0.455793,0.20316,0.173971,0.00304878,656
chr9,74178823,74179433,TE,0.042,0.0478,0,0.057,0.7577,0.4063,0.6263,0.4304,0.6984,1.052,0.1544,0.9648,0.0915,0.296,0.3945,0.6002,0.6975,0.9351,0.2216,0.5116,0.5442,0.5773,1.6215,0.656,0.6189,0.4712,0,0.8749,3.9111,0.0926,0.2128,0.557377,0.442623,0.733423,0.742344,0,610
chr9,74695919,74696664,TE,0.1575,0.277,3.1183,0.4844,0.4808,0.4247,0.3932,0.818,1.6543,0.9313,0.1322,1.0229,0.9968,0.3525,0.3844,0.1753,0.8155,0.9559,0.6142,1.2958,3.7067,1.5972,1.9483,0.8933,0.0208,0.8783,0.9734,0,3.8051,0.1003,0,0.465772,0.534228,0.515939,0.538634,0.028187919,745
chr9,74708157,74708838,TE,0.2264,0.4121,0.7233,0,0.5538,1.081,0.6224,0.5596,3.4532,0.6184,0.3564,1.6948,0.1127,0.4882,0.4287,0.7738,0.4573,1.6169,0.9624,0.4692,0.8535,2.2901,1.1442,1.3344,0.1356,0.9638,1.0708,0,1.4536,1.8198,0,0.464024,0.535977,0.297379,0.337205,0,681
chr9,74715795,74716448,TE,0,0.1729,0,0,0,0.2917,0.2781,0.973,1.5423,0.958,0,0.8575,0,1.2691,0.2317,0,0.9353,0.1045,0,1.6005,1.0301,0.745,2.5798,0.0739,0,2.2452,1.0022,0,4.408,0.9952,0.0331,0.493109,0.506891,0.0940918,0.0940918,0,653
chr9,74845411,74846463,TE,0.4804,1.2494,0.2718,0.4436,0.8254,0.617,0.4867,0.4109,0.3367,1.5631,0.6393,0.5898,0.6304,0.0185,0.1287,0.7245,0.7361,0.4685,0.3462,0.4802,0.8687,1.0727,1.1526,0.3199,0.1862,1.066,1.9902,0.1724,0.601,0.1808,0.4742,0.572243,0.427757,0.120312,0.120313,0.295627376,1052
chr9,74932926,74933815,TE,0,0.8642,0,0,0.0597,0.0201,0.1488,0.0585,0.157,0.1536,0.16,0.3645,0,0,0.0447,0.2821,0.9229,0.483,0.3722,1.9226,0.9944,1.4492,6.819,0.2888,0,1.0597,0,0.0163,2.0906,0.0275,0.1718,0.587177,0.412823,0.186062,0.230362,0.139482565,889
chr9,75223996,75225060,TE,0.4856,1.5774,0,0,1.7798,0.849,0.9989,1.2738,2.6415,2.8134,0.0804,1.5135,0.8157,0.3244,0.3941,1.0612,0.6888,0.3948,0.2238,2.0007,0.6164,1.908,1.7099,1.4481,0.1611,0.3012,1.7213,0.9224,0.7158,5.7723,0.5401,0.531955,0.468045,0.175391,0.161165,0.99906015,1064
chr9,75310868,75311755,TE,1.0977,1.2779,0.4433,0,0.8222,1.1207,1.0525,0.8707,0.9034,1.3681,0.0684,1.5108,0.4093,0.6531,0.3779,0.7775,0.9876,1.0228,1.0505,0.7482,2.4604,0.8174,0.7233,0.689,0.5418,0.716,7.3889,0.7469,1.4413,0.5869,0.661,0.498309,0.501691,0.091729,0.0934239,0.122886133,887
chr9,75412496,75413425,TE,0,1.0507,0.3678,0.1237,0.2835,0.6789,0.6177,0.6574,0.2286,0.3466,0,1.1845,0.2673,0.3348,0.1912,0.8814,1.2169,0.7271,0.2847,0.565,2.8911,2.7128,2.5279,0.291,0,1.6448,0.9571,0,19.0809,2.6163,0.2374,0.571582,0.428418,0.0511585,0.0635205,0.221743811,929
chr9,76161671,76161988,TE,0,0.1213,0,0,0.2215,0.0797,0.291,0.4574,0.0428,0,0.1153,0.3766,0.4164,0.1591,0.1389,0.1493,0.7388,0.4798,0.2585,0.4331,1.0879,1.2232,1.4017,0.3497,0.1231,0,0,0.4796,1.2295,0.09,0.1426,0.630915,0.369085,0.0706736,0.0706736,0.70977918,317
chr9,77464329,77465344,TE,0,0.4571,0.1249,0,0.9335,0.5859,0.8963,1.2399,1.0297,1.1799,0.9869,1.3254,0.4278,0.2621,0.5876,0.7336,1.9462,0.7787,0.7512,2.1549,3.4623,1.8506,1.8637,1.0892,0,1.4355,1.2209,0,4.7769,0,0.1618,0.55665,0.44335,0.0788621,0.0788621,0.113300493,1015
chr9,77589123,77589716,TE,0.0763,0.0369,0,0,0.1025,0.4047,0.4256,0.8678,0.2247,0.0458,0.0731,0.4543,0.5467,0.1744,0.3181,0.3418,0.0486,0.2265,0.0822,0.1796,0.6315,1.0716,1.7739,0.4476,0.4428,0.3512,3.2738,0.1774,0.6082,1.314,0,0.563238,0.436762,0.0298683,0.0298683,0,593
chr9,77606686,77607650,TE,0.0686,0.9416,0.5726,0.1159,0.6332,0.7962,0.8073,1.2314,2.8284,1.2883,0.708,1.9373,0.7045,0.5568,0.4271,0.9087,1.2178,1.1694,0.4438,0.7056,2.5934,1.8454,4.1024,1.3377,0.2888,0.9583,0.5205,0.1749,2.589,2.1295,0.1958,0.588174,0.411826,0.103427,0.103429,0.246887967,964
chr9,77624694,77625374,TE,0,0.3053,0,0,0.0673,0.0725,0.2839,0.0257,0.0045,0.9706,0.2538,0.4904,0.2771,0.2054,0.1668,0.2854,0.2609,0.1761,0.1884,0.6401,1.9537,2.1671,11.5949,0.4206,0.2205,3.6122,0.1818,0,0.4045,0.0314,1.1752,0.558824,0.441176,0.0823727,0.0823727,0.044117647,680
chr9,77951768,77952528,TE,0,0.181,0,0,0.0638,0.4995,0.3475,0,0.0332,0.2622,0,0.3123,0,0,0,0.3255,0.6299,0.2546,0,0.4267,1.2403,0.5985,1.9362,0,0,0.4596,0.0898,0,2.5639,4.7686,0.3305,0.592105,0.407895,0.183872,0.186186,0.3,760
chr9,78021739,78022517,TE,0.1738,0.7415,0.3149,0,0.2457,0.5112,0.7289,0.4114,0.2926,0.0593,0.2236,0.7275,0.3496,0.1344,0.1466,0.9746,0.832,0.3157,0.3917,1.1969,1.5015,1.0956,2.4491,0.7922,0.1884,0.3352,0.4599,0.1781,0.8277,0.2424,0.3462,0.609254,0.390745,0.261549,0.261552,0.240359897,778
chr9,78038277,78039230,TE,1.72,0.388,1.1228,0,1.7814,0.8831,1.404,1.7251,1.4243,2.3179,3.6771,1.8759,0.5103,0.2847,0.3349,0.7137,2.5387,0.9135,0.0897,3.3233,1.6244,1.3423,1.3777,0.5967,0.0258,0.332,0.3465,0.6072,1.6198,5.7923,0,0.511018,0.488982,0.131704,0.131709,0.306400839,953
chr9,78267004,78267478,TE,0.0878,0.6365,0.0245,0,0.2936,0.6523,0.2625,0.5024,0.3689,0.5516,0,0.3385,0,0.1205,0.1667,0.6018,0.2237,0.095,0.2981,0.392,1.3021,0.8403,0.8362,0.3111,0.0828,0.8151,0,0,0,0.0717,0.0008,0.605485,0.394515,0.290694,0.218628,0.122362869,474
chr9,79465207,79465953,TE,0,0.4285,0,0,0.3358,0.3443,0.4352,0.2857,1.0918,0.5138,0.0232,0.385,0.7461,0.2756,0.4527,0.5147,0.8784,0.0373,0,0.7518,1.3887,0.6201,0.7874,0.1399,0.1598,0.184,0.4191,0.0551,1.6551,0.7503,0,0.560322,0.439678,0.217898,0.207827,0.150134048,746
chr9,79678663,79679128,TE,0,0.5565,0.1706,0,0.412,0.971,0.3452,0.5392,0.4983,0.3254,0,2.5958,0,1.217,0.0631,0.6797,0.483,0.6251,0.4605,1.0213,2.1417,0.7616,1.2326,0.7901,0.2567,0.6742,0,0.3591,0.7463,0.1876,0,0.550538,0.449462,0.533421,0.584773,0.172043011,465
chr9,80239099,80239536,TE,0,0.3417,0,0,0.1205,0.1615,0.2702,0.1979,0.1378,0.082,0,0.7447,0.0934,0.05,0.0461,0.3186,0.1786,0.6949,0.5701,0.3802,1.0055,1.4487,6.7776,0.2208,0.2155,0.5426,0,0.587,1.3121,0.1923,0,0.546911,0.453089,0.558326,0.642445,0,437
chr9,81531413,81531460,TE,0,1.1882,0,0,0.2868,0.0178,0.1579,0.1746,0,0.138,0,0.1755,0,0,0.1252,0.4098,0.2753,0.1699,0.1784,1.175,0.2749,0.0978,0.3521,0,0.0969,0.2952,0,0.167,0.1832,0,0.2353,0.638298,0.361702,0.00106383,0.00106383,0,47
chr9,83193299,83194233,TE,0,0.9146,0.0723,0,0.2737,0.3865,0.5225,0.1568,0.0667,0.2478,0,0.3222,0.2266,0.192,0.1991,0.581,0.6993,0.3249,0.4701,0.724,1.6922,2.0679,3.1344,0.3781,0.1068,1.1272,0.5467,0.2976,1.192,0,0.0542,0.632762,0.367238,0.0277774,0.0317965,0.12633833,934
chr9,83541968,83542632,TE,0,0.4757,0,0,0.1808,0.4569,0.4104,0.1888,0.6517,0.082,0,0.2592,0,0.0556,0.0294,0.487,0.3921,0.1878,0.1827,0.2082,1.0061,0.7569,1.0912,0.3818,0.0026,0.5726,0,0,0,0,0.0076,0.551205,0.448795,0.0864104,0.0864104,0.046686747,664
chr9,84134000,84134851,TE,0.0254,0.8964,0.2336,0.282,0.5955,0.6216,0.4909,0.2915,0.3538,0.4646,0.0641,0.5725,0.1815,0.2322,0.326,0.6394,0.9993,0.399,0.5365,1.4585,3.4881,1.6717,2.3529,0.7302,0.1536,1.6335,0.9975,0.1731,0.3474,0.0342,0.0486,0.614571,0.385429,0.332386,0.290722,0,851
chr9,84146724,84147722,TE,0.1565,0.9661,0.0319,0.0075,0.6529,1.1245,0.8877,0.8952,1.1669,0.7038,0.0827,1.697,0.7091,1.0713,0.2555,1.0617,1.5022,0.5861,0.2672,1.1061,2.355,1.4293,2.2781,0.577,0.6517,0.7986,0.8359,0.8054,5.939,0.902,0.2,0.522044,0.477956,0.069052,0.0672736,0.218436874,998
chr9,84737567,84738241,TE,0.0697,0.2618,0,0.4408,0.351,0.2354,0.1926,0.2458,0.2211,0.0808,0,0.3598,0.1203,0.0461,0.1595,0.2485,0.2177,0.1736,0.0355,0.6548,1.6965,0.9787,0.8766,0.1767,0.1631,0.4994,0,0,0.3314,0.1434,0.109,0.591988,0.408012,0.102816,0.102822,0.415430267,674
chr9,85196227,85196620,TE,0,0.3506,0,0,0.1964,0.4646,0.1393,0.1011,0.179,0.4092,0,0.2505,0,0.1066,0.0399,0.1705,0.167,0.1754,0.4416,0.2716,1.2192,1.1007,0.8572,0,0,0.4989,0,0.1928,0,0,0,0.641221,0.358779,0.0324748,0.0232266,0,393
chr9,85353069,85353564,TE,0.0807,0.5759,0,0.548,0.8759,0.7156,0.6106,1.4115,3.3691,1.6577,0.2511,0.6188,0.0438,0.0018,0.2929,1.2871,0.281,0.8442,0.3995,0.1533,0.7219,0.7371,1.073,0.2872,0.3946,0.4397,0,0,0.0671,0.0716,0,0.589899,0.410101,0.265535,0.273548,0.191919192,495
chr9,85379244,85380001,TE,0,0.7965,0,0.0929,0.5489,0.2757,0.2498,0.2745,0.1548,0.3813,0.1166,0.4154,0,0.0662,0.2651,0.4834,0.6454,0.2523,0.4237,1.7502,0.5171,0.6455,0.8698,0.0088,0.3058,1.2643,0.1683,0.0245,3.6217,0.0335,0.2905,0.560106,0.439894,0.108106,0.108107,0.243064729,757
chr9,86886129,86886815,TE,0.0671,0.4082,0.5148,0.0536,0.2126,0.2564,0.3856,0.2115,0.1343,0.4057,0.0897,0.5033,0.1378,0.2632,0.1989,0.3791,0.6618,0.4761,0.17,0.3696,1.2466,0.7322,0.8382,0.2797,0.0673,0.3187,0,0,0.1203,0,0,0.562682,0.437318,0.27289,0.275921,0,686
chr9,87625733,87626436,TE,0.2253,0,2.2735,1.272,0.2919,0.9388,0.579,0.561,0,0.9454,0.1041,0.7826,0.3577,0.7178,0.1645,0.1422,0.6462,0.1011,0.5916,3.0871,0.5768,0.6461,0.871,0.1568,0.0819,0.2524,0.6455,0.3409,0,0.4242,0.0054,0.466572,0.533428,0.49818,0.546649,0,703
chr9,87650185,87650872,TE,0,0.063,0,0,0.1043,0.1279,0.0761,0.1426,0.1136,0,0.0458,0.2202,0,0.1313,0.1761,0.1056,0.1514,0.1031,0.194,1.2206,0.9159,0.4904,3.5321,0.4944,0.2282,1.4057,0.5916,0.0923,2.4567,0.0734,0.4801,0.595342,0.404658,0.0452584,0.0452584,0.374090247,687
chr9,87679593,87680163,TE,0,0.0376,0,0,0.0536,0.1767,0.2237,0.0943,0.1147,0,0,0.0955,0.1215,0,0,0.2524,0.1095,0.1902,0.1948,0.5899,0.6415,1.0703,3.3644,0.3966,0,0.4344,0,0,0.9191,0.0728,0.1388,0.619298,0.380702,0.606252,0.573591,0.054385965,570
chr9,87789059,87789492,TE,0,0.5294,0.0498,0,0.2456,0.3141,0.5949,0.234,0.1194,0.2701,0.0869,0.5106,0,0.0583,0.1158,0.4572,0.4679,0.1989,0.2103,0.343,1.4049,0.9935,0.8728,0,0.6194,1.5345,0.0046,0.2109,0.2472,0.238,0.6377,0.568129,0.431871,0.877711,0.853664,0.083140878,433
chr9,87958860,87959608,TE,0.0685,0,0.1208,0,0.9261,0.7559,0.995,0.7097,1.0551,2.5934,0.0061,1.1964,0.7757,0.5556,0.5615,1.9669,1.6129,1.7976,1.158,1.3914,2.6636,2.9774,1.4092,1.3113,0.2643,1.139,3.5574,0.0696,1.2863,0.2412,0.6785,0.565508,0.434492,0.479678,0.508734,0,748
chr9,88131862,88132310,TE,0.0268,0.1522,0.1573,0,0.2096,0.2026,0.4818,0.3946,0.3056,1.5189,0.2958,0.3981,0.1995,0.1177,0.3032,0.3384,0.61,0.226,0.4712,0.3837,1.0579,0.6239,0.4603,0.2705,0.1184,0.407,0,0.2511,2.0169,0.3683,0.5345,0.580357,0.419643,0.0528476,0.0528476,0.868303571,448
chr9,88213814,88214501,TE,0,0,0.3996,0,0.3779,0.3645,0.0988,0.5291,0.046,1.413,0,0.7352,0.12,0.124,0.1539,0.4798,1.2769,0.9452,0.2509,1.7799,1.5961,2.0167,4.5605,0.2774,0.0074,0.9871,0.5932,0.3004,3.087,0.081,0.5535,0.55313,0.44687,0.312354,0.15571,0.788937409,687
chr9,88227178,88228053,TE,0.0354,0.6243,0.3041,0,0.686,1.3271,0.8027,1.2326,1.4993,1.5913,0.3895,1.527,0.7162,0.6635,0.5192,0.7505,1.1907,1.1309,0.481,3.5379,5.9346,4.3576,6.9039,1.2259,0.4629,11.6272,0.7775,1.6522,23.3921,0.2459,0.09,0.532571,0.467429,0.0326635,0.0326635,0.582857143,875
chr9,88256766,88257553,TE,0.0783,0.2879,0.1043,0,0.3208,0.3618,0.3096,0.2222,0.282,0.6231,0.0303,0.6208,0.6962,0.2841,0.1961,0.2259,0.2896,0.7896,0.0107,0.4884,0.4595,0.9479,3.2353,0.5193,0.2644,1.7749,0.8357,0.099,12.3238,0.1153,0.3254,0.552732,0.447268,0.0255401,0.025541,0.088945362,787
chr9,88377528,88378586,TE,4.2874,0.323,3.8422,0,0.4154,0.7013,0.4808,0.5845,0.4005,0.287,1.1369,0.9462,0.1968,0.1156,0.0616,0.3177,0.6501,1.0981,0.8204,0.7994,0.6031,1.1132,2.9607,0.409,0.1517,2.5452,0.317,1.0126,0.7763,0.3005,0.0849,0.435728,0.564272,0.362393,0.417107,0.042533081,1058
chr9,89762963,89763410,TE,0.147,0.0688,1.1823,0,0.1694,0.4812,0.226,0.5687,0.4946,0.6273,0.1199,0.7177,0,0.5793,0.1991,0.2731,0.2205,0.1825,0.0598,0.6513,0.4199,0.4769,0.7621,0.2231,0.178,1.1139,0,0.1088,0.562,0.2455,0,0.449664,0.550336,0.0576245,0.0576245,0,447
chr9,89810710,89811026,TE,0,0,0,0,0.089,0.1622,0.0958,0.0849,0.0388,0.0459,0.0629,0.0049,7.0122,0.1497,0.0462,1.0863,0,0.0007,0.3117,0.023,1.9764,3.8538,2.6256,0,0,0,0,0,0,0,0,0.601266,0.398734,0.0820869,0.0820896,0.506329114,316
chr9,90020138,90020597,TE,0,0.7304,0.733,0,0.265,0.2876,0.1016,0.4255,0.0031,0,0,0.3232,0,0.0917,0.0576,0.247,0.809,0.4987,0.1681,0.5227,0.5093,0.5362,1.0182,0,0,0.3188,0,0.1033,0.4476,0.0629,0.6317,0.525054,0.474946,0.0988353,0.0988413,0.40087146,459
chr9,90710597,90711421,TE,0.1156,0.4609,0.059,0,0.3024,0.2649,0.1609,0.0967,0.121,0.263,0,0.3118,0.2132,0.113,0.1387,0.1537,0.4139,0.0552,0.2273,0.5326,0.3394,0.9382,2.3972,0.2246,0.087,0.2842,0,0,0.429,0.0827,0.2614,0.629854,0.370146,0.15522,0.115158,0.736650485,824
chr9,90728575,90729490,TE,0,0.6189,0,0,0.4063,0.4679,0.2466,0.4739,0.463,0.4799,0.04,0.4754,0.2834,0.0396,0.0828,0.6684,1.0879,0.4237,0.404,1.1675,1.3021,1.657,3.2335,0.8064,0,1.9629,0.118,0.2684,8.2155,0.109,0,0.602186,0.397814,0.940889,0.92729,0,915
chr9,92155651,92156150,TE,0.0733,0.8312,0.572,0,0.9881,0.8947,0.8328,1.0666,0.2364,0.8294,0.3806,0.8696,1.0648,0.0927,0.3357,1.1631,0.8457,0.7686,0.252,3.4971,2.4014,0.8454,0.8707,0.3415,1.0652,0.6679,2.0638,0.7745,1.9501,0.2908,0.6786,0.55511,0.44489,0.0102474,0.0102474,0,499
chr9,92825306,92825838,TE,0,0,0,0.4028,0.3795,0.1274,0,0.1361,1.6978,0.2462,0,0.4417,0,0,0.002,0.0727,0.9098,0.2377,0,1.6645,0.8163,1.2519,1.622,0.0711,0,0.8851,0.9774,0,0.8427,0.0746,0.0623,0.545113,0.454887,0.488684,0.478295,0,532
chr9,94029127,94029593,TE,0,0.9253,0.0187,0,0.0876,0.1435,0.2463,0.4301,0.1474,0,0,0.4227,0,0.1181,0.2564,0.5142,0.5141,0.4985,0.0646,0.2085,3.218,2.7227,1.3459,0.6282,0.0438,1.2244,0.5012,0,0.0741,0,0.2698,0.572961,0.427039,0.106877,0.106877,0.60944206,466
chr9,94561967,94562816,TE,0,0.6878,0,0,0.1016,0.3576,0.4049,0.3003,0.3688,0.0192,0,0.7367,0.3104,0.2517,0.3659,0.5235,1.1091,0.1179,0.0115,1.3566,3.4752,2.1397,3.7038,0.6701,0.4011,12.4443,2.0863,0.2693,13.4937,1.4846,0.9936,0.541814,0.458186,0.0827622,0.0827647,0,849
chr9,94575081,94575619,TE,0.0861,0.5724,0.084,0,0.4018,0.1589,0.4611,0.6269,0.1132,1.1559,0.0788,0.6662,0.2516,0.126,0.1633,0.5197,0.5258,0.5559,0.2538,1.5244,2.5741,2.7737,3.6453,0.616,0.2017,1.3879,0,0.3185,1.5391,0.5207,0,0.566914,0.433086,0.0348772,0.0348772,0.081784387,538
chr9,95096844,95097493,TE,0,0.212,0.0162,0.1056,0.2083,0.1601,0.3625,0.1569,0.1099,0.7131,0.0739,0.6155,0,0.2233,0.1812,0.357,0.1872,0.1416,0.2716,0.2235,0.5556,0.7969,0.8971,0.4226,0.3621,0.4068,0.1745,0.6081,1.5964,0.1772,0.0017,0.557781,0.442219,0.0299908,0.0299908,0.366718028,649
chr9,95446186,95446920,TE,0,0.564,0,0,0.073,0,0.0667,0.1584,0.1311,1.1099,0,0.1761,0,0.0884,0.0438,0.0795,0.1503,0,0,0.1384,0.8713,1.6622,1.7721,0.295,0,0,0,0.0225,0.4335,0,0,0.604905,0.395095,0.0743769,0.0743782,0.340599455,734
chr9,95944614,95945131,TE,0,1.4739,0,0,0.1489,0.4898,0.1857,0.4564,0.1755,0.3963,0.0221,0.5776,0,0.0868,0.1031,0.5161,0.5957,0.3154,0.2122,0.2716,0.6933,0.648,3.5738,0.0318,0,0.5508,1.0627,0.6179,1.5986,0.1859,0.828,0.547389,0.452611,0.130987,0.13099,0.363636364,517
chr9,96130338,96131346,TE,0.3845,1.7622,0.1698,0.3194,1.8069,1.3691,1.2451,0.7391,0.4937,2.4037,1.4049,1.3257,0.3413,0.2463,0.6984,1.1197,0.8995,0.9298,0.4655,1.4313,4.3588,3.9463,3.0606,2.1737,0.3173,0.6865,1.9821,0.6216,2.1368,0.1039,0.7432,0.604167,0.395833,0.153782,0.153783,0.666666667,1008
chr9,96503830,96504319,TE,0,0.7398,0.1554,0,0.5033,0.4566,0.2801,0.3484,0.2508,1.758,0,0.3775,0,0.291,0.2096,0.5132,1.7094,0.7091,0.2279,0.369,1.1925,2.5172,4.2713,0.2707,0,2.7141,0.0267,0,4.1616,0,0.0187,0.591002,0.408998,0.286784,0.274474,0.241308793,489
chr9,96726163,96726901,TE,0.1447,0.9991,0,0,0.2117,0,0.3823,1.0274,0.8254,0.7239,0,0.8727,0,0.3249,0.123,0.436,0.3857,0.6035,0.6852,0.297,1.9893,0.629,0.7744,0.7871,0,0,0.5691,0,0.1089,0.542,0.0408,0.506775,0.493225,0.0098905,0.0098905,0,738
chr9,97013591,97015267,TE,3.8377,0.8225,1.3319,0,3.022,1.4827,2.0125,2.9576,3.8765,3.3034,2.9627,2.0318,0.549,0.5115,0.7882,0.9556,1.567,0.7191,0.1216,3.0924,2.1703,1.6733,1.5211,1.4008,0.0993,1.3113,3.0186,0.218,2.1262,0,0.8587,0.50537,0.49463,0.0400088,0.0400088,0.460023866,1676
chr9,97377292,97378076,TE,0,0.4617,0.0599,0.2053,0.2786,0.4398,0.1292,0.2516,0.6963,0.5222,0.0762,0.4617,0.4059,0.0638,0.174,0.5241,0.2748,0.605,0.5367,0.9933,1.1135,3.9397,3.3134,0.724,0.1991,7.6727,0.5031,0.4192,3.6889,0.1943,0.1159,0.539541,0.460459,0.100174,0.100174,0,784
chr9,97533414,97533813,TE,0,1.5441,0.1489,0.5204,0.1028,0.1992,0.3458,0.3527,0.2754,0.321,0,0.5304,0,0.2468,0.2542,0.5177,0.8658,0.4807,0.1711,0.1248,0.8981,1.1673,2.1988,0.8262,0.3604,0.4549,0,0.2437,0.1619,0.1487,0.0566,0.558897,0.441103,0.115115,0.104416,0.147869674,399
chr9,97660564,97660974,TE,0.0132,0.4363,0,0,0.2892,0.3922,0.7676,0.2858,0.5767,0.4463,0,0.947,0,0.2967,0.1804,0.5418,0.3136,1.1857,0.3358,0,2.4031,1.0922,1.8553,0.5872,0,1.5833,1.327,0.0339,0.5069,0,0.067,0.531707,0.468293,0.167575,0.18479,0.217073171,410
chr9,97716323,97717244,TE,0,0.1298,0.0754,0.1982,0.1349,0.2744,0.3606,0.4298,0.2455,0.2637,0.1064,0.5204,0.3835,0.2115,0.3663,0.823,0.5752,0.6127,0.11,0.8606,2.3433,1.7891,4.4357,0.7802,0.0273,1.087,0.7096,0.0734,0.1805,0.3442,0.2814,0.617807,0.382193,0.00898293,0.00898293,0.20412595,921
chr9,97753091,97753801,TE,0.0125,0.155,0,0.4673,0.2623,0.2322,0.4283,0.2492,0.9151,0,0.058,0.943,0.4469,0.4396,0.2943,0.6504,0.3924,0.2987,0.4277,2.3903,1.9631,4.3019,7.8523,0.4331,0.0266,4.5575,2.1712,0.4404,4.3994,1.0304,0.769,0.523944,0.476056,0.0328293,0.0328293,0.01971831,710
chr9,99052984,99053503,TE,0.6334,0.7797,0,0,1.0276,1.0919,0.7699,1.1074,1.7382,2.0082,0.0779,1.2151,0.5574,0.2179,0.1615,1.298,1.4248,0.8165,0.5782,1.0982,1.2584,1.1386,1.4681,0.8929,0.2844,0.3687,0.5557,0.8968,0.4393,0.0594,0.164,0.566474,0.433526,0.193373,0.193375,0.148362235,519
chr9,99053955,99054712,TE,1.9072,0.8879,0.2093,0,1.2365,0.8651,0.944,1.9568,2.9735,2.0533,0.1556,1.5126,1.2952,0.1573,0.1728,1.4708,1.3134,0.8759,0.9175,2.3491,1.0053,0.6754,1.5922,0.0887,0.0578,0.4827,0.1343,0.4312,1.2733,0.2039,0,0.533686,0.466314,0.189105,0.168425,0.332892999,757
