enhancer_constituent_id,chrom,start,end,Class,Esrrb,Klf4,4-Oct,Sox2,Nanog,OSN,Stat3,Smad3,Tcf3,Prdm14,Tcfcp2I1,Nr5a2,Med1,H3K27ac,H3K4me1,H3K4me3,H3K9me3,Med12,p300,Pol2,CBP,Lsd1,Brg1,Brd4,Smc1,Nipbl,Mi2b,CHD7,HDAC2,HDAC,Dnase,Tbx3,Smad1,Kap1,Ronin,Zfx,CTCF,Tfe3,cMyc,CDK8,CDK9,pct_AT,pct_GC,phastCon_verti,phastCon_placental,phasCong_Average,Ell3,TET1,Aff4,Ring1B,CapH2,REST,Utx,Ell2,SA2,TBP,CTR9,Spt5,BioYY1,SA1,Rad21,MCAF1,SetDB1,Smc3,TET2,Wdr5,NcoA3,Atrx
INT_STITCHED_4272_0,chr8,116639828,116640314,TE,0.4744,0.3836,1.754,1.4349,3.6053,2.264733333,0.1228,0.7875,7.1263,2.6192,0.1866,0,0.2621,0,0.3893,0.1518,0,0.4849,0.283,0.3057,3.2906,0.8568,0.3418,0.5851,0.226,0.2974,0.4487,1.7169,0.4831,0.0852,1.7251,0.2195,0.4273,0.1445,0.1545,0.1002,0,0,0,0.8565,0.7876,0.55144,0.44856,0.482822,0.482823,0.4828225,0.1317,0,0.8619,0.5243,0,0.4424,0.7559,0,0.271,0.4012,0.1929,0.2259,0.0215,0.0313,0,0.1561,0.2956,0.2725,0.0553,0.1188,0,0.1689
INT_STITCHED_5918_0,chr12,29780554,29781465,TE,1.4496,0.7566,6.4385,2.1258,5.9605,4.8416,0.3668,1.8726,2.59,11.8134,0.6966,0.2068,1.3294,0.4218,0.1806,0.651,0,1.7876,3.6793,0.434,2.2711,2.4021,0.9058,0.6656,1.311,0.6334,1.3349,2.5535,1.4284,0.8862,3.319,0.0794,0.1273,0.1371,0.3056,0.2729,0.9422,0,0,1.6276,0.9146,0.50494,0.49506,0.297466,0.299866,0.298666,0.9216,1.1222,1.2382,0.6749,0.3947,1.4839,0.3443,0,0.6172,0.362,1.797,0.4504,0.0208,0.0155,0.2489,0.9801,1.1108,0.673,0.8444,0.503,0.3578,0.1693
INT_STITCHED_456_0,chr1,137620382,137621364,TE,0.8314,0,0.7825,1.2969,4.279,2.119466667,0,0.6675,1.9064,4.5761,0.1781,0.3055,0.4933,1.0745,0.0488,0,0,1.0584,1.4234,0,1.0496,1.662,0.254,0.2305,0.1927,0.1567,1.1653,0.726,0.4795,0.4874,0.6883,0.4028,0,0.1294,0.0151,0.2348,0,0.0469,0,0.2873,0.5718,0.504073,0.495927,0.0594883,0.0591537,0.059321,0.471,0.0828,0.2249,0.0292,0,0,0.2033,0,0.5666,0,0.0471,0.0424,0,0,0.2343,0,0.0543,0.0098,0.1534,0.0248,0,0.1119
INT_STITCHED_2115_0,chr4,108331729,108332347,TE,0,0,3.1578,1.0698,1.4184,1.882,0,0,1.528,1.6996,0,0,0,0,0.7229,0,0,0,0.2937,0,0,0.2151,0,0,0.0728,0.0567,0,0.7304,0.106,0,0.1574,0.2122,0,0.2217,0,0,0,0.0672,0,0,0,0.561489,0.438511,0.0865025,0.0865068,0.08650465,0.1066,0,0.2532,0,0.2423,0.0999,0.1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027
INT_STITCHED_4056_0,chr8,48081279,48081673,TE,3.0247,0.8518,0.4939,0.9821,0.4956,0.6572,0.166,0.3534,1.2236,0.759,0.173,0.1019,0.1846,0.0066,0.2753,0,0.2169,0.4288,0.2575,0,1.2515,0.6842,0,0.2071,0.1976,0.1937,0.4087,0.4678,0.2005,0.4653,0.76,0.0488,0.2085,0.2756,0,0.1778,0,0.0591,0,0.5541,0.4883,0.535533,0.464467,0.0175763,0.0175763,0.0175763,0.5442,0,0.1434,0.3919,0,0.0567,0,0,0.6499,0.1727,0.2275,0.1618,0,5.00E-04,0.6175,0.106,0.1626,0.3559,0,0.2027,0.2542,0.3138
INT_STITCHED_5800_0,chr11,113990450,113990958,TE,0,0.2729,0.9929,1.0877,2.4952,1.525266667,0.1478,0.4367,0.5742,2.9611,0.2937,0,0.1059,0,0,0,0.2487,0.0138,0,0,0.125,0.1048,1.0319,0,0.1724,0.236,0,0.3597,0.0214,0.147,0.834,0.4963,0.1021,0.0789,0.6328,0,0,0,0.0937,0,0,0.494094,0.505906,0.078766,0.0164468,0.0476064,0.2483,0,0.1579,0.3442,0,0,0.2853,0,0,0,0.0534,0.0477,0,0,0,0,0,0,0,0.108,0,0.4356
INT_STITCHED_3836_0,chr7,135223498,135223961,TE,1.9918,0.2201,1.1912,0.4728,1.597,1.087,0.2276,0.8719,3.7542,0.4956,0.8572,0.2468,1.2566,0.4187,0.8723,1.1295,0,2.3301,3.268,0.4243,1.0598,2.5628,1.1186,1.9854,0.5607,0.5142,0.7819,1.9946,2.1145,0.4687,1.6101,0.0032,0.2719,0.2306,0.3709,0.6795,0,0.0482,0.2959,1.0581,1.3832,0.516199,0.483801,0.222043,0.197951,0.209997,0.8733,2.1726,8.1768,0.987,0,1.7598,0.4458,0,0.7069,0.8639,0.7379,0.4871,0.7268,0.3578,1.7552,0.4822,0.6513,0.559,0.3756,0.4988,0.6685,0.0714
INT_STITCHED_8315_0,chr19,3757364,3758411,TE,0,0.2254,2.4903,2.1798,2.6694,2.4465,0.1039,0.3501,0.6936,0.0953,0.2153,0,0.3159,0.6942,0.7734,0.042,0.0472,0.1736,0,0.1727,0.6345,0.5278,0.4769,0.1749,0.1854,0.1221,0.6631,0.0999,0.3144,0.1182,0.5681,0.1648,0.1198,0.2833,0.0238,0.0464,0,0,0.3541,0.6471,0.5744,0.531041,0.468959,0.0408132,0.0408132,0.0408132,0,0,0,0.1219,0.1056,0,0.2839,0,0.5633,0.0783,0.1728,0.2016,0.1621,0.1703,0,0.1524,0.1606,0.2129,0.2509,0.141,0,0
INT_STITCHED_4744_0,chr9,110225263,110225883,TE,0.2824,0,3.4325,2.7645,11.8525,6.0165,0,0.751,7.94,0.8306,0.122,1.1297,0.2539,0,0.3975,0,0,0.3158,0.7939,0,1.5175,1.0654,0.0777,0.4965,0.1886,0.1972,0.2961,1.1027,0.3968,0.3426,1.3509,1.5092,0.0706,0.1984,0.1732,0.1398,0,0,0.2437,0.3717,0.2393,0.516129,0.483871,0.151925,0.0547721,0.10334855,0.6712,0,3.2029,0.4775,0.592,1.1198,0.3643,0,0,0.3414,0.0359,0.1634,0,0.0007,0,0,0.116,0.0632,0.1862,0,0,0.0017
INT_STITCHED_6274_0,chr13,21819716,21820326,TE,0,0.0312,1.9817,1.3995,1.6253,1.668833333,0.3074,0.433,1.3052,0.1494,0,5.00E-04,0.5052,0.2328,0.6057,0.2025,0.6328,0.4315,0.6883,2.0413,0.6729,0.8891,0.2388,1.2996,0.1231,0.3285,0.4345,0.2285,0.4455,0.8271,0.6999,0.0384,0,0.1872,0,0.2442,0,0,0,0.7484,0.7275,0.568852,0.431148,0.119623,0.119625,0.119624,0.2743,0.0106,0.2482,0.187,0.1344,0.7486,0.3229,0,0.3666,0.0815,0.1776,0.1933,0.1552,0.7057,0.1294,0.1645,0.1279,0.1807,0,0.1293,0.1386,0
INT_STITCHED_1492_0,chr3,37874247,37874781,TE,0.0329,0.3903,2.2841,1.4715,2.8139,2.189833333,0.2967,0.3928,3.1246,10.767,0,0.1043,0.3344,0,0.9654,0,0,0.753,0.9732,0,0.8891,0.7765,0.0445,0.3211,0.2472,0.3315,0.6217,0.8952,0.6353,0.4627,1.1711,0.1242,0,0.3306,0.4049,0.3765,0,0,0,0.6067,0.2985,0.494382,0.505618,0.465461,0.474205,0.469833,0.6131,0,0.1371,0.4488,0.4616,0.2235,0.4502,0,0,0.4749,0.1825,0.2063,0,0,0,0.4062,0.1253,0.1342,0.1711,0.1991,0.1803,0.0523
INT_STITCHED_8105_0,chr18,34127870,34128623,TE,0.2833,0.1675,0.4551,0.517,0.767,0.5797,0,0.1645,0,0.2066,0,0.3928,0.1335,0.0307,0.3515,0.3712,0,0.1004,0.1962,0,0.1256,0.3534,0.4799,0.1401,0.071,0.0951,0.5687,0.8403,0.0938,0,0.2882,0,0.0096,0.0443,0,0,0,0,0.0494,0.5249,0.1582,0.561753,0.438247,0.0551834,0.0551847,0.05518405,0.2294,0,0.3475,0.0627,0,0.0296,0.1603,0,0,0.1186,0,0,0.4448,0.0179,0,0.0104,0,0,0,0.004,0.3209,0
INT_STITCHED_6602_0,chr13,107223756,107224351,TE,0,0.3149,0.8677,1.1753,1.4894,1.177466667,0,0.0906,0.6327,0.8225,0.1164,0,0.121,0,0.4193,0,0,0.1196,0.157,0,0.2878,0.2921,0.0556,0.1523,0.1383,0.1271,0.2792,0.1262,0.4001,0.1557,0.3121,0,0.1005,0.1644,0.0748,0,0,0,0,0.2369,0.3802,0.603361,0.396639,0.221125,0.221127,0.221126,0.2555,0,0.0399,0.1256,0,0.137,0.199,0,0.2909,0.3952,0.1427,0.1143,0,0,0,0.0326,0.0914,0.0556,0.0339,0.0367,0,0
INT_STITCHED_426_0,chr1,134775249,134776176,TE,0.5833,1.2281,2.3211,1.038,4.1278,2.495633333,0.8465,0.769,4.0326,5.3371,0.5006,0.354,0.6306,0.0903,0.6782,0.7818,0,1.0024,0.9063,0.373,0.6,1.2782,0.7097,1.0669,0.4019,0.2051,0.4817,0.8708,0.4895,1.1736,2.619,0.247,0.8907,0.2132,0.1177,0.3694,0,0,0,1.067,0.6698,0.489752,0.510248,0.122848,0.122849,0.1228485,0.1864,0.2686,2.3213,1.2245,0.5378,1.3797,0.6137,0,0.7625,1.0913,0.2245,0.3964,0.0383,0.0772,1.0052,0.2137,0.2109,0.3437,0.1297,0.27,0.2516,0.0658
INT_STITCHED_6706_0,chr14,21296378,21296820,TE,1.1729,0.0649,1.3117,0.6057,0.8946,0.937333333,0,0.177,1.8875,0.195,0,0,0.3168,0.1637,1.2799,0.0325,0,0.2824,0.0015,0.0712,0.1242,0.8782,0.0807,0.1979,0.2232,0.1708,0.5779,0.765,0.2501,0.2079,0.2798,0.075,0.4214,0.1066,0,0,0,0.0316,0,0.4418,0.4058,0.576923,0.423077,0.157946,0.157951,0.1579485,0.5692,0,0.0694,0.0897,0.0016,0,0.1006,0,0.0204,0.0934,0.2103,0.1961,0.0292,0.2015,0,0.0818,0.0961,0.1731,0,0.0985,0.4143,0
INT_STITCHED_4782_0,chr9,117206527,117207271,TE,0.106,0.6775,3.3859,3.2509,9.2814,5.306066667,0,0.2812,2.69,1.443,0.0972,0.2159,0,0,0.3783,0.0985,0,0.5492,1.3357,0,0.2516,0.5509,0.1984,0.2623,0.2035,0.1766,0.5169,1.4595,0.4497,0.1583,2.6127,0.1063,0.2238,0.0559,0,0,0,0.0051,0,0.2965,0.3213,0.569892,0.430108,0.322743,0.322743,0.322743,0.5419,0,0.4027,0.0809,0.2158,0.7047,0.9632,0,0.7522,0.1197,0,0,0,0,0,0,0,0,0,0,0,0.0888
INT_STITCHED_4028_0,chr8,37118217,37118831,TE,0,0,0.4702,0.4645,0.9349,0.6232,0,0.4439,0,0,0.0545,0,0.0387,0,0.2267,0,0,0.2306,1.2193,0,0.0436,0.3356,0.4537,0,0.1096,0.0847,0.1217,0.5967,0,0,0.0842,0,0,0.2639,0.9493,0,0,0.1709,0,0,0.0235,0.517915,0.482085,0.0487479,0.0487496,0.04874875,0.9779,0,0.0048,0,0.1062,0,0.0356,0,0,0.1076,0.0119,0.0216,0,0,0,0,0,0,0,0,0,0.0494
INT_STITCHED_7988_0,chr17,91242377,91242952,TE,2.7546,0.344,0.8445,1.3957,1.1875,1.142566667,0.3561,0.7136,0.7168,1.6925,0.0986,1.8612,0.526,0.1632,1.0282,0.5214,0,0.4694,0.1245,0.0029,1.4513,0.7742,0.5876,0.399,0,0.1017,0.5256,1.2053,0.8484,0.2457,1.1861,0.0699,0.6311,0.1404,0.178,0.2276,0,0.119,0,0.847,0.4194,0.587826,0.412174,0.0409186,0.0146973,0.02780795,0.8371,0.3272,0.3042,0.138,0.294,0,0,0,0.5268,0.275,0.3405,0.0954,0,0.0294,0,0.0546,0.1008,0.1408,0,0.0599,0,0.0541
INT_STITCHED_2520_0,chr5,58124628,58125106,TE,0.5925,0.1936,2.3646,1.3277,3.8929,2.5284,0.2774,0.7433,4.2835,15.2226,0.3762,0.339,0.0766,0,0.2874,0,0,0.6282,0.3381,0,0.0943,0.4866,0.1502,0.2072,0.2557,0.2978,0.2293,1.5185,0.9162,0.43,1.5353,0.707,0.5196,0.1125,0,0,0,0.009,0,0.3131,0.3011,0.558577,0.441423,0.117784,0.161463,0.1396235,0.2319,0,0.9417,0.3414,0,0.8024,0.4445,0,0,0.0308,0.2143,0,0,0,0.2635,0.0879,0.019,0.2175,0.289,0.0266,0,0.1497
INT_STITCHED_1750_0,chr3,135370445,135370816,TE,2.4525,0.1685,0.7331,0.8993,3.694,1.775466667,0,0.4219,0.4571,1.5313,0,0.0842,0.3107,0.0549,0.7221,0.1668,0,0.526,0.5906,0.3102,0.5059,0.6357,0.8954,0.5986,0.2179,0.3136,0.285,0.421,0.3564,0.1175,0.642,0.3022,0.2888,0.2301,0,0.2618,0,0.1254,0,0.2608,0.4513,0.541779,0.458221,0.260071,0.260085,0.260078,0.3356,0.481,0,0.0466,0.0572,0.4689,0.1991,0,0,0,0.1708,0.1789,0,0.0888,0.0478,0.1135,0.1721,0.3432,0,0.3259,0,0
INT_STITCHED_887_0,chr2,60510849,60511418,TE,0,0.0911,0.5886,0.3934,3.4389,1.473633333,0,0,0.3527,2.1196,0.0776,0.4915,0,0,0.3542,0,0,0.0714,0.0483,0.0493,0,0,0.2623,0,0,0,0,0.5574,0,0.0706,0.5108,0.1883,0,0.2721,0.0496,0.1895,0,0.031,0,0.0359,0.1247,0.585237,0.414763,0.218086,0.271129,0.2446075,0.0124,0,0,0,0,0,0,0,0.25,0.0263,0.0053,0,0,0,0,0,0,0.0599,0,0,0,0.0899
INT_STITCHED_5255_0,chr10,119461895,119462406,TE,0,0.2234,1.2798,0.5675,1.5569,1.134733333,0,0.1102,0.2444,0.0585,0.1559,0,0.0941,0,0.4803,0,0,0.3759,0.1187,0.0381,0,0.3004,0,0.2924,0.1489,0.0993,0.0705,0.2576,0.2242,0.1568,0.1951,0,0,0.0393,0,0,0,0.1719,0.3481,0.2719,0.1363,0.610568,0.389432,0.114908,0.114908,0.114908,0,0.1746,0.0882,0.1163,0.0384,0,0.2327,0,0.1054,0.462,0.0808,0.0886,0,0,0,0.089,0.0715,0,0,0.1124,0,0
INT_STITCHED_5510_0,chr11,57770449,57771074,TE,1.8284,0.4668,1.1453,1.8899,1.589,1.5414,0.2047,0.1903,0.015,7.6097,0.8112,0.8652,0.299,0.1957,0,0,0,0.8982,0.9265,0,1.4308,0.9662,0.5129,0.2741,0.4224,0.2522,0.8058,0.6221,0.4748,0.3448,1.8026,0.6457,0.1375,0.2428,0,0.278,0,0.0159,0,0.5611,0.5132,0.5216,0.4784,0.187703,0.187707,0.187705,0.7773,0,0.2143,0.1687,0.7532,0.4228,0.2713,0,0.2368,0.7135,0.0497,0.0269,0,0,0.7289,0.0422,0.1963,0,0,0,0.2138,0.2092
INT_STITCHED_4217_0,chr8,97667312,97668037,TE,0.5425,1.2806,2.334,2.0044,2.5313,2.2899,0,0.6633,0.9032,10.2245,1.0607,0.3282,1.2233,1.2134,0.6411,0.0748,0,1.3008,2.6744,0,1.2835,1.1784,0.5714,2.1707,1.0456,0.5296,0.8197,1.979,0.8544,0.2584,0.8411,0.5545,0.4671,0.1421,0.4751,4.0008,0,0.0074,0.4288,0.6572,0.5302,0.502069,0.497931,0.177378,0.17738,0.177379,0.7379,2.3557,1.2192,0.423,0.5211,0.313,0.3531,0,0.1244,0.5695,0.1797,0.1796,0,0,0.6913,0.0596,0.0735,0,0.0974,0.0406,0,0
INT_STITCHED_4166_0,chr8,87965175,87966385,TE,3.2282,0.1394,1.8158,2.73,5.844,3.463266667,0.0785,1.192,1.2159,4.8069,0.6887,0.7642,0.4641,0,1.5175,0,0.0604,0.4013,1.5273,0.0422,2.1425,0.7881,0.0823,0.5716,0.1649,0.1515,0.782,1.613,0.433,0.2366,1.9211,1.0804,0.4621,0.0746,0.1475,0.0032,0,0,0,0.2107,0.2277,0.576033,0.423967,0.102325,0.102327,0.102326,0.6841,0,0.4754,0.2493,0.5011,0.4244,0.479,0,0.5104,0.4614,0.0948,0,0,0,0.169,0,0,0,0.0706,0,0.1976,0.0842
INT_STITCHED_4261_0,chr8,114111910,114112747,TE,0,0.2453,0.9652,1.3091,4.9982,2.424166667,0,0.6332,0.3947,2.3915,0,0,0.1171,0,0.6072,0,0,0.2928,0.1028,0,0.0971,0.3979,0,0.2425,0.1447,0.2194,0.1093,0.4542,0.1385,0.0607,0.5296,0.14,0,0.2959,0,0.0351,0,0.1181,0.0955,0.2954,0.1891,0.586619,0.413381,0.0823085,0.0823094,0.08230895,0.5666,0.0778,0.0388,0,0,0.0834,0.5233,0,0.357,0,0,0,0.0713,0,0,0,0,0,0,0,0.0056,0
INT_STITCHED_3813_0,chr7,129422874,129423656,TE,0.6661,0.9005,2.8832,1.5668,4.8334,3.094466667,0.0238,0.3164,1.0282,1.3101,0.6615,0.0143,0.337,0.203,1.6347,0.1567,0,0.3737,0.0052,0.2216,0.5083,0.5964,0.4439,0.4131,0.1834,0.5024,0.6349,0.6106,0.6926,0.6877,0.7451,0.8308,0.2075,0.1504,0,0.2296,0.0478,0.1686,0.3257,0.8226,0.3934,0.537084,0.462916,0.0850927,0.0850929,0.0850928,0.5442,0.1479,0.0486,0.4907,0.1569,0.0727,0.4203,0,0.038,0,0.1983,0.1998,0.0558,0,0,0.1153,0.2035,0.409,0.1548,0.3078,0.2505,0
INT_STITCHED_4751_0,chr9,111478167,111478938,TE,0.0783,1.0057,2.901,0.527,1.7554,1.7278,0.2125,0.8999,2.0296,3.4007,0.1149,0.2301,0.7058,0.5375,0.7115,0.2725,0,1.8267,1.4613,0.0751,1.4563,1.8799,0.8748,1.3284,0.4641,0.6114,1.0554,0.9771,1.043,0.2918,1.3663,0.3673,0.1275,0.2091,0,0.213,0,0,0.2287,0.8169,1.097,0.511025,0.488975,0.0361419,0.0361432,0.03614255,0.8676,0.3739,0.2316,0.6393,0.7191,0.8682,0.784,0,0.4289,0.6835,0.5081,0.4807,0.1122,0.085,0,0.2549,0.3498,0.2338,0.3606,0.327,0.3433,0.0966
INT_STITCHED_1278_0,chr2,165891686,165892605,TE,0.1556,0.1471,2.021,0.8885,4.3337,2.4144,0.449,0.8005,0.7655,1.4305,0.112,0,0.5687,0.6056,0.9249,0.4029,0.0961,0.8885,0.4735,0.4202,0.6256,0.9658,0.3968,0.5132,0.3625,0.1299,0.5938,1.0486,0.5059,0.212,1.0407,0.2023,0.0222,0.2048,0.3094,0.4103,0,0.0378,0,0.8509,0.4215,0.524483,0.475517,0.0547993,0.0547993,0.0547993,0.3314,0.1674,0.2294,0.5667,0.4375,0.4732,0.0385,0,0.6522,0.3763,0.3287,0.3106,0.8244,2.9792,0.1115,0.6135,0.647,0.2565,0.7359,0.6885,0.4608,0.435
INT_STITCHED_8016_0,chr18,10460867,10461955,TE,0.4054,0.1484,3.8434,3.195,8.0219,5.0201,0.0353,1.8869,4.5579,1.5083,1.5895,0.2867,0.3211,0.3908,0.6247,0.3092,0.1259,1.1578,2.1249,0.1482,0.9623,1.6622,0.39,0.2047,0.2314,0.4499,0.9523,3.2044,1.3568,0.9946,0.9359,0.8723,0.0444,0.0898,0,0.0293,0,0,0,0.8385,0.5455,0.566176,0.433824,0.292029,0.343919,0.317974,0.7122,0.5685,0.3498,0.1282,0.2078,1.3004,0.3315,0,0,0.1817,0.1326,0.1544,0,0.035,0,0.1334,0.0457,0.1409,0,0.0022,0,0
INT_STITCHED_2326_0,chr4,149604905,149605684,TE,0.0897,0.235,0.7714,0.7286,1.1483,0.882766667,0.114,0.8548,1.9961,5.5501,0.5025,0.1361,1.2261,0.8183,0.9083,0.6785,0,1.4649,1.905,0.1467,0.5891,1.1754,0.1617,0.9943,0.1899,0.2329,0.5025,0.6571,0.497,0.2381,0.1827,0.1246,0,0.2056,0.3107,0.0219,0,0,0,0.6071,0.6352,0.510911,0.489089,0.0200295,0.0200298,0.02002965,0.7143,0.169,0.201,0.2703,0.3896,0.6392,0.231,0,0.2277,0.3393,0.1766,0.1565,0.105,0,0.2585,0.138,0.2075,0.2602,0,0.2924,0.124,0.09
INT_STITCHED_5585_0,chr11,76100634,76101397,TE,9.7409,0.9711,0.779,0.9603,1.1961,0.978466667,2.2107,1.845,2.245,2.1852,2.3628,0.2443,5.5627,3.5606,0.332,3.1448,0.7587,4.652,9.1535,5.0572,2.9612,2.5594,0.5496,4.6209,1.1005,1.324,1.5972,1.3114,1.4784,0.924,1.5165,0.132,0,0.1586,0.5545,0.6095,0,0,0,3.3301,1.3026,0.469201,0.530799,0.0283342,0.0284849,0.02840955,1.1657,1.4481,1.1372,0.8383,1.5047,0.8668,0.5611,0,0.4493,1.1323,0.6451,0.548,0.4756,1.1147,0.1644,0.1523,0.2568,0.3545,0.6517,0.1129,1.355,0.0842
INT_STITCHED_2346_0,chr4,153469755,153470645,TE,0.0275,0.0237,2.1828,1.6436,1.1172,1.647866667,0,0.6866,0.03,0,0.0393,0,0.7173,3.1269,1.3081,0.863,0.0651,1.3331,1.0179,0.6468,1.3989,1.1885,1.0501,0.3244,0.8813,0.4037,0.8643,0.4367,0.3384,0.0296,0.1256,0.0752,0,0.1675,0.2569,0,0,0,0,0.6273,0.526,0.451685,0.548315,0.177423,0.110328,0.1438755,0.7532,0.2718,0.0895,0.2006,0.2371,0,0.2369,0,0.1287,0.3081,0.0704,0.24,0,0.0892,0,0.1768,0.1465,0.0842,0.4331,0.0638,0.7903,0.2227
INT_STITCHED_3790_0,chr7,124423356,124423886,TE,0,0,2.3248,0.9231,2.483,1.9103,0,0.5696,0,0.8682,0,0,0.0405,0,0.6463,0,0,0.6054,0.4404,0,0.4086,0.2925,0,0,0,0.0314,0.4639,0.0141,0,0.5036,0.1,0,0,0.2632,0,0,0,0,0,0,0.0555,0.560377,0.439623,0.030659,0.030659,0.030659,0.1634,0,0,0,0.1138,0,0,0,0,0,0,0,0,0,0,0,0,0.1305,0,0,0,0
INT_STITCHED_7134_0,chr15,37011629,37012167,TE,3.0307,0.1016,0.977,0.8713,1.4891,1.112466667,0.7239,1.4099,0.7025,3.6177,0.1218,1.7197,2.2288,0.4579,0.4536,0.0596,0,1.6707,0.2663,0.2683,0.8395,0.9175,0.6372,1.5008,0.2763,0.3897,0.6106,1.5582,0.5616,0.706,1.7763,0.3794,0.576,0.1621,0,0.0903,0,0.0289,0.0709,1.0095,0.8527,0.542751,0.457249,,,0,0,0.3846,0.3302,0.2044,0.368,0.1415,0.0365,0,0.326,0.2102,0.4813,0.1566,0,0.0306,0.3934,0.4093,0.2649,0.2943,0.6816,0.0877,0.0305,0.2942
INT_STITCHED_6073_0,chr12,80129129,80129520,TE,0,0.732,1.138,0.654,1.2016,0.997866667,0,0.5078,0.2762,0.6831,0,0.0701,0.1433,0.2328,0.798,1.2434,0,0.3057,0.2172,0.0304,1.1326,0.3763,0.0857,0.1025,0.0865,0.0198,0.3392,0.4823,0.5574,0.4246,0.3701,0.2545,0,0.1128,0,0.4685,0,0.1547,0.0355,0.2738,0.399,0.506394,0.493606,0.0620992,0.0621001,0.06209965,0,0.642,0.1309,0.1881,0,0.0154,0.1099,0,0.5836,0.2929,0,0.1145,0.0656,0,0,0.11,0.0557,0.036,0,0.0532,0.3319,0.0238
INT_STITCHED_3898_0,chr7,148210613,148211303,TE,2.8518,0,0.4217,0.6884,0.8942,0.6681,0,0.2066,0.2869,3.1847,0.1487,0.177,0.6187,1.7912,1.7448,0.3242,0.0544,0.8348,0.8025,0.1076,1.7288,0.7975,0,1.0925,0.1969,0.0807,0.4619,1.611,0.16,0.4264,1.8354,0.0117,0,0.2049,0.3241,0.0791,0,0,0,0.7627,0.7753,0.505797,0.494203,0.0324171,0.0324171,0.0324171,0.351,0.522,0.2087,0,0.4318,0.1992,0.1438,0,0.4772,0.0082,0,0,0,0,0.3372,0,0,0,0,0.0281,0.018,0.159
INT_STITCHED_5766_0,chr11,107213765,107214607,TE,14.6612,1.558,2.0817,1.2419,1.2494,1.524333333,1.937,1.9536,1.9091,5.8021,0.7471,0.8269,5.7218,2.2299,1.0352,0.2047,0,4.4285,6.8348,0.3179,5.5005,2.3167,1.1292,5.5162,1.1754,1.4003,1.6343,2.1431,1.171,0.7327,2.7321,0.2632,0.885,0.2135,0.753,0.8829,0,0.0923,0,2.7896,1.4492,0.484561,0.515439,0.0629046,0.0629046,0.0629046,1.3733,0.8514,3.7413,0.8712,2.1713,1.3586,0.7552,0,0.6897,1.8604,0.7489,0.345,0.952,0.2942,0.0335,0.1724,0.2748,0.4242,0.8576,0.2522,1.6543,0.4404
INT_STITCHED_4377_0,chr9,15276659,15277225,TE,0.3479,0.1942,2.8064,3.0213,3.3624,3.063366667,0,0.6619,1.0662,7.0336,0.3971,0.2079,0.2677,0.0557,0.3907,0,0,0.374,0.3384,0.1393,0.9607,0.8522,0,0.3008,0.367,0.0888,0.7816,0.7157,0.3184,0.3423,0.3403,0.1731,0.1518,0.1203,0.1204,0.1509,0,0,0.2734,0.377,0.4994,0.526502,0.473498,0.0814047,0.0814047,0.0814047,0.2645,0.1981,0.646,0.0946,0.0696,0.5501,0.2413,0,0.0869,0.1024,0.1373,0.1118,0,0.0694,0,0.1484,0.1205,0.1086,0,0.1308,0,0
INT_STITCHED_7570_0,chr16,69951725,69952564,TE,0.8178,0.2677,1.4511,1.5874,5.0479,2.695466667,0.3359,0.6159,1.3715,0.9127,0.2096,0.2654,0.1137,0,0.3699,0,0,0.2448,0.3079,0,0.056,0.5635,0.0566,0.2058,0,0.1189,0.3167,0.7539,0.3971,0.065,1.3437,0.0297,0.3019,0.0339,0,0,0,0,0,0.3321,0.0911,0.613826,0.386174,0.0172699,0.0172701,0.01727,0.3737,0,0.4442,0.2043,0.2048,0.199,0.2927,0,0.1866,0,0.1588,0.0545,0,0,0.1177,0,0.052,0.0262,0,0.0422,0,0
INT_STITCHED_8613_0,chrX,45504917,45505597,TE,1.0759,0.141,0.5389,0.4427,1.3436,0.775066667,0.2204,0.2636,0.276,0,0.1351,0.2468,0.3076,0.0638,0.746,0,0.6531,0.4751,0.2968,0.0451,1.0775,0.5226,0.3939,0.2961,0.0824,0.2051,0.5475,0.2515,0.5932,0.4805,0.1812,0.1273,0.1058,0.0807,0,0.2568,0,0.0668,0,0.3846,0.3641,0.572059,0.427941,0.0149869,0.0149869,0.0149869,0,0.2534,0.1127,0.1696,0,0.266,0.0194,0,0.0913,0.0224,0.1783,0.1214,0.0227,0.1757,0.0521,0.104,0.0909,0.1136,0.0935,0.1356,0,0
INT_STITCHED_5212_0,chr10,102831472,102832261,TE,0.2437,0.5681,2.9431,0.8704,1.7575,1.857,0,0.9409,0.8058,1.8019,0.1259,0.0182,0.7381,0.6161,0,2.6667,0,0.75,0.9202,1.5597,1.2232,1.3288,0.4182,0.7742,0.168,0.2557,0.4984,0.791,0.1134,0.0927,3.2369,0.1718,0,0.0975,0,0,0,0.1359,0,0.8492,0.3695,0.523447,0.476553,0.111735,0.1151,0.1134175,0.3129,2.9265,0.4825,0.4511,0.1121,1.0207,0.1949,0,0.4712,0.2091,0.0334,0.781,0.2695,0.2413,0.1917,0.0089,0,0.1808,0.3315,0,0,0.4064
